projectname,clientname,projectscope,yr_closed,newdistcode,cleanschool,newschoolid,CPI_estamount,CPI_contamount,CPI_changeamt,CPI_closedamount,calculated_cost,yr_op1,genenrollment,distkids,CPI_perstu,CPIdist_kid,ctwhite,ctblack,cthispanic,ctReduced_lunch,distctwhite,distctblack,distcthispanic,distctReduced_lunch,maybecanceled,edu_building,career_tech,community1,community2,gen_facilities,admin,new,modern,career_techspending,edu_buildingspending,community1spending,community2spending,gen_facilitiesspending,adminspending,career_techstudent,edu_buildingstudent,community1student,community2student,gen_facilitiesstudent,adminstudent
COMPTON ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-2 RELOCATABLE RAMPS (PC-04-104755 AND PC-02-104915), RELOCATION OF 1-RELOCATABLE CLSRM BLDG FROM STOCKPILE A#04-106477 AND RELOCATABLE TOILET BLDG FROM STOCKPILE A#04-106638, ALTERATIONS TO 1-RELOCATABLE CLSRM BLDG FROM STOCKPILE A#04-106477 AND CLSRM BLDG A#51906",10,622710,COMPTON ELEMENTARY,62271002936,209673.4,305950.6,,0,305950.6,2005,476,727319,642.7534,0.4206553,0,135,369,493,66438,86362,539906,556015,0,1,0,0,0,1,0,0,0,,642.7534,,,642.7534,,,642.7534,,,642.7534,
CLAIREMONT HIGH SCHOOL,SAN DIEGO UNIFIED SCHOOL DISTRICT,"RELOCATION OF 1-(8)RELOCATABLE(24X40)CR BLDGS (B1-A#20010, B2 TO B4-A#67433, B5 TO B8-A#04-100300).",7,634320,CLAIREMONT HIGH,63432005434,293540.9,216346.9,17309.21,0,233656.1,2005,1477,132482,158.1964,1.763682,638,88,639,617,34789,19116,57416,72029,0,1,0,0,0,0,0,0,0,,158.1964,,,,,,158.1964,,,,
NORMANDIE AVENUE ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-ENTIRE CAMPUS (FIRE ALARM & SAFETY & TECHNOLOGY),12,622710,NORMANDIE AVENUE ELEMENTARY,62271003228,0,2141344,50738.43,2192083,2192083,2004,1185,741367,1849.859,2.956811,2,446,812,1248,68132,88271,541514,558973,0,0,1,0,0,1,0,0,0,1849.859,,,,1849.859,,1849.859,,,,1849.859,
MIRA LOMA HIGH SCHOOL,SAN JUAN UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-ALTERATIONS TO GYMNASIUM BLDG. (BLEACHERS) (UNIT J2),1,634620,MIRA LOMA HIGH,63462005799,196597,222154.7,,0,222154.7,1999,1562,48052,142.2245,4.623214,,124,117,,0,2980,4392,0,0,0,0,0,1,0,0,0,0,,,,142.2245,,,,,,142.2245,,
WILLIAMS  ELEMENTARY (FRESNO UNIFIED SD),FRESNO UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-SITE WORK, 1 - ADMIN/C.R. BLDG, 1 - M.P. BLDG & 1 RELO C.R. BLDG",9,614550,WILLIAMS ELEMENTARY,61455011895,1.41E+07,1.59E+07,591353.6,0,1.65E+07,2006,0,77555,,212.2463,0,0,0,0,12286,8906,44635,64451,0,1,0,1,0,1,1,0,0,,,,,,,,,,,,
CIMARRON AVENUE ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,RELOCATION OF 1-2 CLSRM BUILDINGS (STOCKPILE A-68794),8,622710,CIMARRON AVENUE ELEMENTARY,62271002920,58013.33,61204.07,,0,61204.07,1998,483,695885,126.7165,0.0879514,,392,45,,0,93867,466259,0,0,1,0,0,0,1,0,0,0,,126.7165,,,126.7165,,,126.7165,,,126.7165,
HUMPHREY'S AVENUE ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-ENTIRE CAMPUS (FIRE ALARM),12,622710,HUMPHREY'S AVENUE ELEMENTARY,62271010863,0,690273.8,131884.9,822158.6,822158.6,2005,487,727319,1688.211,1.130396,1,1,331,312,66438,86362,539906,556015,0,0,0,0,0,1,0,0,0,,,,,1688.211,,,,,,1688.211,
BRIGHT ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-ENTIRE CAMPUS (FIRE ALARM),15,622710,BRIGHT ELEMENTARY,62271003396,967786.1,668280.6,-79158.48,0,589122.1,2007,747,685249,788.6508,0.8597198,1,211,581,747,61671,77938,514197,518046,0,0,0,0,0,1,0,0,0,,,,,788.6508,,,,,,788.6508,
CANOGA PARK ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-LUNCH SHELTER,15,622710,CANOGA PARK ELEMENTARY,62271002889,122563.4,380118.1,,380118.1,380118.1,2004,1208,741367,314.6673,0.5127259,43,31,1177,1179,68132,88271,541514,558973,0,0,0,0,0,1,0,0,0,,,,,314.6673,,,,,,314.6673,
CANYON CHARTER ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-ENTIRE CAMPUS (FIRE ALARM & SAFETY & TECHNOLOGY),14,622710,CANYON CHARTER ELEMENTARY,62271002894,856844.6,977573.6,58191.48,1035765,1035765,2005,341,727319,3037.434,1.424086,223,33,42,18,66438,86362,539906,556015,0,0,1,0,0,1,0,0,0,3037.434,,,,3037.434,,3037.434,,,,3037.434,
NEWCASTLE ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-C.R. BLDG.; LIB. BLDG.,15,622710,NEWCASTLE ELEMENTARY,62271008026,0,275188.8,53274.3,328463.1,328463.1,2008,357,684143,920.0647,0.4801088,45,16,299,305,59978,74519,504866,469364,0,1,0,1,0,0,0,0,0,,920.0647,920.0647,,,,,920.0647,920.0647,,,
CANOGA PARK HIGH SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-ALTERATIONS TO BUILDINGS - INSTALLATION OF NEW (F/A SYSTEM),3,622710,CANOGA PARK HIGH,62271002890,202796.3,0,,0,202796.3,1998,1758,695885,115.3563,0.2914221,,121,1198,,0,93867,466259,0,0,1,0,0,0,0,0,1,0,,115.3563,,,,,,115.3563,,,,
MANUAL ARTS HIGH SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-BUILDINGS (INSTALLATION OF FIRE ALARM SYSTEM),2,622710,MANUAL ARTS HIGH,62271003163,217281.8,1048747,52529.99,0,1101277,1998,3956,695885,278.3813,1.582556,,849,3020,,0,93867,466259,0,0,1,0,0,0,1,0,0,0,,278.3813,,,278.3813,,,278.3813,,,278.3813,
LOMA VISTA ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-RAMP, ALTERATIONS TO 1-ADMIN./ C.R. BLDG , M.P. BLDG",15,622710,LOMA VISTA ELEMENTARY,62271003144,135850.8,97522.06,,0,97522.06,2008,873,684143,111.7091,0.1425463,0,1,877,317,59978,74519,504866,469364,0,1,0,1,0,1,1,0,0,,111.7091,111.7091,,111.7091,111.7091,,111.7091,111.7091,,111.7091,111.7091
DE PORTOLA MIDDLE SCHOOL,SAN DIEGO UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-TOILET BUILDING (RELOCATABLE, PC#04-104800)",7,634320,DE PORTOLA MIDDLE,63432008964,0,154366.5,,0,154366.5,2004,1036,134709,149.0024,1.145926,521,128,231,344,35750,20001,57810,70280,0,1,0,0,0,1,0,0,0,,149.0024,,,149.0024,,,149.0024,,,149.0024,
CANOGA PARK SENIOR HIGH SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-MARQUEE SIGN,9,622710,CANOGA PARK SENIOR HIGH,62271002890,90511.83,115786.1,,0,115786.1,2007,1885,685249,61.425,0.1689694,182,92,1459,1212,61671,77938,514197,518046,0,0,0,0,0,1,0,0,0,,,,,61.425,,,,,,61.425,
CANOGA PARK HIGH SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,"ALTERATIONS TO 3-CLASSROOM BUILDINGS( BLDG 300, 400 & 500) (ROOF TOP SOLAR PANELS)",15,622710,CANOGA PARK HIGH,62271002890,0,1962919,,1962919,1962919,2010,1825,667090,1075.572,2.942511,131,89,1523,1284,58984,68122,491937,510789,0,1,0,0,0,1,0,0,0,,1075.572,,,1075.572,,,1075.572,,,1075.572,
CANOGA PARK HIGH SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,"ALTERATIONS TO 3-CLASSROOM/ ADMINISTRATION BUILDINGS (100, 200 & 500)",15,622710,CANOGA PARK HIGH,62271002890,0,885954.2,433356.3,1319311,1319311,2011,1731,659132,762.1667,2.001588,127,89,1474,1311,58880,65424,484516,411617,0,1,0,0,0,0,1,0,0,,762.1667,,,,762.1667,,762.1667,,,,762.1667
EASTMAN ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-RELOCATABLE RAMP (PC-04-104755), RELOCATION OF 1-2 RELOCATABLE CLSRM BLDGS FROM STOCKPILE A#04-106373 AND RELOCATABLE TOILET BLDG FROM STOCKPILE A#04-106638, ALTERATIONS TO 1-RELOCATABLE CLSRM BLDG FROM STOCKPILE A#04-106373",8,622710,EASTMAN ELEMENTARY,62271002974,266315.1,724220.3,,0,724220.3,2005,1380,727319,524.7973,0.9957395,1,1,1405,1356,66438,86362,539906,556015,0,1,0,0,0,1,0,0,0,,524.7973,,,524.7973,,,524.7973,,,524.7973,
ROSEMONT ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-ENTIRE CAMPUS (FIRE ALARM & SAFETY & TECHNOLOGY),15,622710,ROSEMONT ELEMENTARY,62271003318,0,1681254,536397.6,2217651,2217651,2004,1470,741367,1508.606,2.9913,5,28,1333,1454,68132,88271,541514,558973,0,0,1,0,0,1,0,0,0,1508.606,,,,1508.606,,1508.606,,,,1508.606,
HOLMES AVENUE EEC,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-TWO SHADE STRUCTURES (PC 03- 106747 ),11,622710,HOLMES AVENUE EEC,62271003090,45672.21,91882.41,,0,91882.41,2007,397,685249,231.4418,0.1340862,2,54,324,246,61671,77938,514197,518046,0,0,0,0,0,1,0,0,0,,,,,231.4418,,,,,,231.4418,
MIRAMAR RANCH ELEMENTARY SCHOOL,SAN DIEGO UNIFIED SCHOOL DISTRICT,"ALTERATIONS TO 1-ENTIRE CAMPUS: INTERIOR AND EXTERIOR PAINTING; REPAIR STORM DRAIN, 2 AREAS;REPAIR ASPHALT PAVING;, ADDITIONS TO 1-ENTIRE CAMPUS: INSTALL VOICE/DATA/SECURITY SYSTEM.",6,634320,MIRAMAR RANCH ELEMENTARY,63432005521,0,1941768,149908.9,0,2091676,2001,726,141599,2881.097,14.77183,505,50,100,157,38291,22906,54613,65684,0,1,0,0,0,1,0,0,0,,2881.097,,,2881.097,,,2881.097,,,2881.097,
CARSON HIGH SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-ALTERATIONS TO BUILDINGS - INSTALLATION OF (NEW F/A SYSTEM) FOR ENTIRE CAMPUS.,4,622710,CARSON HIGH,62271002899,281888.4,70472.11,,0,70472.11,1999,3091,710007,22.79913,0.0992555,,595,1236,,0,94664,480655,0,0,1,0,0,0,0,0,1,0,,22.79913,,,,,,22.79913,,,,
PACIFIC BOULEVARD SPECIAL EDUCATION,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 2-CLASSROOM BLDGS. [FIRE ALARM UPGRADE  -BLDGS. E & C],15,622710,PACIFIC BOULEVARD SPECIAL EDUCATION,62271010880,0,699978.4,121770.5,821748.9,821748.9,2008,611,684143,1344.925,1.201136,3,3,611,205,59978,74519,504866,469364,0,1,0,0,0,1,0,0,0,,1344.925,,,1344.925,,,1344.925,,,1344.925,
HUNTINGTON PARK HIGH SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-INDUSTRIAL ARTS BUILDING #2 (VOLUNTARY STRENGTHENING OF WALL ANCHOR SYSTEM),13,622710,HUNTINGTON PARK HIGH,62271003098,0,695537.8,-4652.057,0,690885.8,2008,4251,684143,162.5231,1.009856,11,27,4146,1825,59978,74519,504866,469364,0,1,0,0,0,1,0,0,0,,162.5231,,,162.5231,,,162.5231,,,162.5231,
CLAIREMONT HIGH SCHOOL,SAN DIEGO UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-SITE IMPROVEMENTS (PAVING, FENCING, STORM AND SEWER DRAINAGE)",12,634320,CLAIREMONT HIGH,63432005434,1734722,1771633,41847.82,0,1813481,2001,1368,141599,1325.644,12.80716,582,53,536,545,38291,22906,54613,65684,0,0,0,0,0,1,0,0,0,,,,,1325.644,,,,,,1325.644,
MARQUEZ CHARTER SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-SHADE STRUCTURE.,7,622710,MARQUEZ CHARTER,62271003170,14555.75,22612.35,,0,22612.35,2005,651,727319,34.73479,0.03109,505,30,75,60,66438,86362,539906,556015,0,0,0,0,0,1,0,0,0,,,,,34.73479,,,,,,34.73479,
CANTERBURY AVENUE ELEMENTARY,LOS ANGELES UNIFIED SCHOOL DISTRICT,"ALTERATIONS TO 1-ENTIRE CAMPUS (MODERNIZATION-BARIER REMOVAL, ASPHALTIC CONCRETE RESURFACING)",10,622710,CANTERBURY AVENUE ELEMENTARY,62271002892,1044165,61220.41,,0,61220.41,2004,1168,741367,52.41473,0.0825777,133,17,913,972,68132,88271,541514,558973,0,1,0,0,0,1,0,0,1,,52.41473,,,52.41473,,,52.41473,,,52.41473,
LOS ANGELES SENIOR HIGH SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-ENTIRE CAMPUS (FIRE ALARM),14,622710,LOS ANGELES SENIOR HIGH,62271003151,0,1866181,596078,2462259,2462259,2008,3170,684143,776.7378,3.599041,28,320,2605,2239,59978,74519,504866,469364,0,0,0,0,0,1,0,0,0,,,,,776.7378,,,,,,776.7378,
EAST VALLEY AREA NEW HIGH SCHOOL #2,LOS ANGELES UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-THREE STORY C.R. BLDG., 2 STORY ADMIN./LIB., PERFORMING ARTS, 2 STORY FOOD SERVICE/C.R./GYM; GYMNASIUM",15,622710,EAST VALLEY AREA NEW HIGH,62271011651,0,5.07E+07,1.24E+07,0,6.30E+07,2001,0,735058,,85.76329,0,0,0,0,71178,92096,510367,530100,0,1,0,1,1,1,1,0,0,,,,,,,,,,,,
WEEMES ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-AUDITORIUM BLDG. (HVAC),10,622710,WEEMES ELEMENTARY,62271003446,101261.9,303123.8,58132.68,0,361256.4,2001,1696,735058,213.005,0.4914666,8,574,1056,1628,71178,92096,510367,530100,0,0,0,0,1,1,0,0,0,,,,213.005,213.005,,,,,213.005,213.005,
CENTRAL REGION 9TH STREET SPAN K-8,LOS ANGELES UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-2-STORY KG/CR/ADMIN BLDG, 1-3-STORY CR/ADMIN/HEALTH CLINIC/LIB BLDG, 1-GYM/M.P. BLDG, 1-BOYS & GIRLS LOCKER/SHOWER BLDG, 1-KITCHEN/PARKING/PLAYGROUND BLDG, 1-LUNCH SHELTER, 1-COVERED WALKWAYS & SITE WORK",15,622710,CENTRAL REGION 9TH STREET SPAN K-8,62271013177,0,4.01E+07,6772645,4.69E+07,4.69E+07,2010,0,667090,,70.26302,0,0,0,0,58984,68122,491937,510789,0,1,1,1,1,1,1,0,0,,,,,,,,,,,,
ONE HUNDRED THIRTY-FIFTH STREET ELEMENTARY,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-RELOCATION OF 3 PORTABLE  HCD APPROVED CLSRM BLDGS,14,622710,ONE HUNDRED THIRTY-FIFTH STREET ELEMENTARY,62271003249,65184.53,226237.6,,226237.6,226237.6,1998,896,695885,252.4973,0.3251077,,255,611,,0,93867,466259,0,0,1,0,0,0,1,0,0,0,,252.4973,,,252.4973,,,252.4973,,,252.4973,
SOUTH REGION MIDDLE SCHOOL 2,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-ELECTRONIC MARQUEE SIGN,14,622710,SOUTH REGION MIDDLE,62271012124,78385.59,69927.26,,0,69927.26,2011,0,659132,,0.1060899,0,140,28,125,58880,65424,484516,411617,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,
CHATSWORTH PARK ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-CONS. OF A NEW LUNCH SHELTER,3,622710,CHATSWORTH PARK ELEMENTARY,62271002915,135108.7,109438,8746.99,0,118185,2000,467,721346,253.0729,0.1638396,203,37,128,175,72404,93532,496505,520214,0,0,0,0,0,1,0,1,0,,,,,253.0729,,,,,,253.0729,
DEARBORN ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 2-20X30 SHADE STRUCTURE (PC02-109528), ALTERATIONS TO 1-ASSEMBLY BLDG (A#22626)",14,622710,DEARBORN ELEMENTARY,62271002951,66942.7,158730.9,,158730.9,158730.9,2011,509,659132,311.8486,0.2408181,166,34,230,212,58880,65424,484516,411617,0,0,0,0,0,1,0,0,0,,,,,311.8486,,,,,,311.8486,
HAYNES STREET ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-CONSTRUCTION OF LUNCH SHELTER,2,622710,HAYNES STREET ELEMENTARY,62271007521,86698.89,119500,12650.06,0,132150,1998,338,695885,390.9764,0.1899021,,0,0,,0,93867,466259,0,0,0,0,0,0,1,0,0,0,,,,,390.9764,,,,,,390.9764,
WARWICK ELEMENTARY,OAKLAND UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-CONST. OF RELOC. CLSRM.,14,628050,WARWICK ELEMENTARY,61440001691,81205.3,241729.4,,241729.4,241729.4,2000,775,31078,311.9089,7.778152,298,43,89,143,13188,1359,4425,5085,0,1,0,0,0,0,0,0,0,,311.9089,,,,,,311.9089,,,,
BELL HIGH SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-RELOCATION OF 6 DSA APPVD., PORTABLE C.R. BLDG'S., STOCKPILE A#68794, ALTS. TO ADMIN BLDG., LIBRARY BLDG., AND C.R. BLDG.",5,622710,BELL HIGH,62271002844,208786.1,227468.3,,0,227468.3,1999,4598,710007,49.47114,0.3203748,,14,4492,,0,94664,480655,0,0,1,0,1,0,1,1,0,0,,49.47114,49.47114,,49.47114,49.47114,,49.47114,49.47114,,49.47114,49.47114
BROADOUS ELEMENTARY,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-ALTERATIONS TO AUDITORIUM BLDG W/MODIFICATION TO A/C SYSTEM,8,622710,BROADOUS ELEMENTARY,62271003008,101893.3,331652.8,6659.694,0,338312.5,2001,1066,735058,317.3663,0.4602528,4,110,940,966,71178,92096,510367,530100,0,1,0,0,1,0,0,0,0,,317.3663,,317.3663,,,,317.3663,,317.3663,,
ALLESANDRO ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-EXISTING BUILDINGS (FIRE ALARM SYSTEM),7,622710,ALLESANDRO ELEMENTARY,62271002807,116026.7,130530,7312.581,0,137842.6,1998,675,695885,204.2112,0.1980824,,15,579,,0,93867,466259,0,0,1,0,0,0,1,0,0,0,,204.2112,,,204.2112,,,204.2112,,,204.2112,
LA JOLLA ELEMENTARY SCHOOL,SAN DIEGO UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-1-LIB BLDG, RELOCATION OF 1-7-CR BLDGS (RELOCATABLES) (B1, B2, B3, B4, B6, K3, K4)",8,634320,LA JOLLA ELEMENTARY,63432005495,2678753,3000123,178952.6,0,3179075,2003,510,137960,6233.48,23.04346,297,12,115,100,36825,21108,57546,79705,0,1,0,1,0,0,0,0,0,,6233.48,6233.48,,,,,6233.48,6233.48,,,
DANUBE AVE,LOS ANGELES UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-RELOC OF (2) CLSRM BLDGS.,ALTERS TO CLSRM BLDG 'B' (TOILET UPGRADE)",5,622710,DANUBE AVE,62271002948,35005.07,0,,0,35005.07,1999,437,710007,80.10313,0.0493024,,39,218,,0,94664,480655,0,0,1,0,0,0,1,0,0,0,,80.10313,,,80.10313,,,80.10313,,,80.10313,
OAKLAND HIGH SCHOOL-OAKLAND USD,OAKLAND UNIFIED SCHOOL DISTRICT,"ALTERATIONS TO 4-BUILDINGS WITH ROOFTOP SOLAR PV PANELS, BUILDING A, B, C, D",15,628050,OAKLAND HIGH,62805004304,0,2885760,,2885760,2885760,2013,1552,47028,1859.382,61.3626,24,551,328,1598,4272,13398,19425,35794,0,0,0,0,0,1,0,0,0,,,,,1859.382,,,,,,1859.382,
SCRIPPS RANCH HIGH SCHOOL,SAN DIEGO UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-TECHNOLOGY BUILDING (5 SEPARATE STRUCTURES),14,634320,SCRIPPS RANCH HIGH,63432002688,6565223,6953463,681092.6,7634556,7634556,2009,2390,131063,3194.375,58.25104,1106,153,424,523,33253,17408,58669,83572,0,0,1,0,0,1,0,0,0,3194.375,,,,3194.375,,3194.375,,,,3194.375,
LEMAY STREET ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 4-SHADE STRUCTURES: 1 - 20'X30' (PC# 04-111734) & 3 - 14'X14' (PC#04-111735) AND ACCESSIBLE PARKING,15,622710,LEMAY STREET ELEMENTARY,62271003132,0,107885.1,11623.29,119508.4,119508.4,2013,393,650620,304.0927,0.1836839,39,25,307,286,59934,61377,482081,389786,0,0,0,0,0,1,0,0,0,,,,,304.0927,,,,,,304.0927,
BURBANK MIDDLE SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-ENTIRE CAMPUS (FIRE ALARM & SAFETY & TECHNOLOGY),14,622710,BURBANK MIDDLE,62271002874,3773025,3160461,132950.7,3293411,3293411,2004,454,741367,7254.21,4.442349,93,53,286,412,68132,88271,541514,558973,0,0,1,0,0,1,0,0,0,7254.21,,,,7254.21,,7254.21,,,,7254.21,
CAROLDALE AVENUE,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-RELOCATION OF (3) RELOCATABLE CLASSROOM BLDGS.(STOCKPILE),4,622710,CAROLDALE AVENUE,62271002897,63009.12,0,,0,63009.12,1999,1090,710007,57.80653,0.0887444,,120,447,,0,94664,480655,0,0,1,0,0,0,1,0,0,0,,57.80653,,,57.80653,,,57.80653,,,57.80653,
CAROLDALE LEARNING,LOS ANGELES UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-ALTERATION TO 5 C.R.BLDGS.,2 KIND. BLDGS.,ADM.BLDG.,M.P.BLDG.(INTALLATION OF AIR CONDITIONING)",7,622710,CAROLDALE LEARNING,62271002897,1364517,829902.5,72004.71,0,901907.2,2000,1120,721346,805.2743,1.250311,104,106,423,589,72404,93532,496505,520214,0,1,0,1,0,0,0,0,0,,805.2743,805.2743,,,,,805.2743,805.2743,,,
MONTGOMERY MIDDLE SCHOOL  JOINT USE FIELD,SAN DIEGO UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-SPORT FIELD,16,634320,MONTGOMERY MIDDLE,63432005525,0,1116228,,0,1116228,2011,437,130719,2554.297,8.539139,35,36,246,384,31270,14791,60052,86232,0,0,0,0,1,0,0,0,0,,,,2554.297,,,,,,2554.297,,
WHITE POINT,LOS ANGELES UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-WALKWAY, SITE WORK",15,622710,WHITE POINT,62271003461,0,128708.9,,128708.9,128708.9,2013,429,650620,300.0208,0.197825,226,36,129,66,59934,61377,482081,389786,0,0,0,0,0,1,0,0,0,,,,,300.0208,,,,,,300.0208,
MONTERA MIDDLE SCHOOL  JOAQUIN MILLER ELEMENTARY SCHOOL-OAKLAND USD,OAKLAND UNIFIED SCHOOL DISTRICT,"ALTERATIONS TO 5-BUILDINGS 100, 300, 500, A, AND B WITH ROOFTOP PV SOLAR PANELS",15,628050,MONTERA MIDDLE,62805004303,0,1798815,13171.49,1811986,1811986,2013,945,47028,1917.446,38.52995,247,352,181,390,4272,13398,19425,35794,0,0,0,0,0,1,0,0,0,,,,,1917.446,,,,,,1917.446,
VARIOUS SITES,LOS ANGELES UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-(3) RELOCATABLE CLASSROOM BUILDINGS (ONE EACH @ GRANT, MARINA, MARVIN CHILDREN CENTER)",10,622710,VARIOUS SITES,999999,967061,753564.4,,0,753564.4,2000,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,
PERSHING ELEMENTARY SCHOOL (SAN JUAN UNIFIED SCHOOL DISTRICT),SAN JUAN UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-MULTI-PURPOSE BUILDING,15,634620,PERSHING ELEMENTARY,63462005810,0,59651.07,,59651.07,59651.07,2014,,,,,406,13,75,203,29095,3835,10306,24268,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,
MENLO AVENUE ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-ENTIRE CAMPUS (FIRE ALARM & SAFETY & TECHNOLOGY),13,622710,MENLO AVENUE ELEMENTARY,62271003180,0,1855031,279058,0,2134089,2004,1263,741367,1689.698,2.878586,5,256,1147,1351,68132,88271,541514,558973,0,0,1,0,0,1,0,0,0,1689.698,,,,1689.698,,1689.698,,,,1689.698,
CARPENTER AVENUE ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-CLRM BLDG #1 [A#5091-TOILET REMODELING],15,622710,CARPENTER AVENUE ELEMENTARY,62271002898,425711.9,241155.7,,0,241155.7,2007,800,685249,301.4446,0.3519241,639,45,70,57,61671,77938,514197,518046,0,1,0,0,0,1,0,0,0,,301.4446,,,301.4446,,,301.4446,,,301.4446,
MARSHALL HIGH,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-ALTERATIONS TO AUDITORIUM AND GYM BLDGS W/MODIFICATIONS TO A/C SYSTEM,12,622710,MARSHALL HIGH,62271003171,0,647943.3,93630.02,0,741573.3,2001,4292,735058,172.7804,1.008864,595,122,2760,2973,71178,92096,510367,530100,0,1,0,0,1,0,0,0,0,,172.7804,,172.7804,,,,172.7804,,172.7804,,
SANDBURG ELEMENTARY  SCHOOL,SAN DIEGO UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-1-SHADE COVER., ALTERATIONS TO 1-1-ADMIN BLDG (01-01); 1-LIB/MP BLDG (01-02); 4-CR BLDGS (01-03, 01-04, 01-05, 01-06)",6,634320,SANDBURG ELEMENTARY,63432005545,1668960,1931521,,0,1931521,2001,746,141599,2589.17,13.64078,280,43,67,164,38291,22906,54613,65684,0,1,0,1,0,0,1,0,0,,2589.17,2589.17,,,2589.17,,2589.17,2589.17,,,2589.17
